Entry ID,Lemma ID,Code (survey),Batch (survey),List (survey),Item (survey),English Word Frequency,Frequency,Frequency SD,Frequency Z,Frequency N,Sign Unknown,Frequency (Native),Frequency SD (Native),Frequency Z (Native),Frequency N (Native),Sign Unknown (Native) (proportion),Frequency (Nonnative),Frequency SD (Nonnative),Frequency N (Nonnative),Frequency Z (Nonnative),Sign Unknown (Nonnative) (proportion),Dominant Translation,Dominant Translation Agreement (proportion),Dominant Translation Agreement (Native) (proportion),Dominant Translation Agreement (Nonnative) (proportion),Nondominant Translations,Non-Signer Iconicity,Non-Signer Iconicity SD,Non-Signer Iconicity Z,Non-Signer Iconicity N,Non-Signer Iconicity ID,Deaf Signer Iconicity,Deaf Signer Iconicity SD,Deaf Signer Iconicity N,Deaf Signer Iconicity Z,Deaf Signer Iconicity (Native),Deaf Signer Iconicity SD (Native),Deaf Signer Iconicity Z (Native),Deaf Signer Iconicity N (Native),Consistency of Guesses,Accuracy of Guesses (proportion),Transparency,Transparency SD,Transparency Z,Lexical Class,Initialized Sign,Fingerspelled Loan Sign,Compound,Number Of Morphemes,Sign Onset,Sign Offset,Sign Duration,Video Duration,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,Handshape Morpheme 2,Selected Fingers Morpheme 2,Flexion Morpheme 2,Flexion Change Morpheme 2,Spread Morpheme 2,Spread Change Morpheme 2,Thumb Position Morpheme 2,Thumb Contact Morpheme 2,Sign Type Morpheme 2,Movement Morpheme 2,Repeated Movement Morpheme 2,Major Location Morpheme 2,Minor Location Morpheme 2,Second Minor Location Morpheme 2,Contact Morpheme 2,Nondominant Handshape Morpheme 2,Wrist Twist Morpheme 2,Handshape Morpheme 3,Selected Fingers Morpheme 3,Flexion Morpheme 3,Flexion Change Morpheme 3,Spread Morpheme 3,Spread Change Morpheme 3,Thumb Position Morpheme 3,Thumb Contact Morpheme 3,Signtype Morpheme 3,Movement Morpheme 3,Repeated Movement Morpheme 3,Major Location Morpheme 3,Minor Location Morpheme 3,Second Minor Location Morpheme 3,Contact Morpheme 3,Nondominant Handshape Morpheme 3,Wrist Twist Morpheme 3,Handshape Morpheme 4,Selected Fingers Morpheme 4,Flexion Morpheme 4,Flexion Change Morpheme 4,Spread Morpheme 4,Spread Change Morpheme 4,Thumb Position Morpheme 4,Thumb Contact Morpheme 4,Sign Type Morpheme 4,Movement Morpheme 4,Repeated Movement Morpheme 4,Major Location Morpheme 4,Minor Location Morpheme 4,Second Minor Location Morpheme 4,Contact Morpheme 4,Nondominant Handshape Morpheme 4,Wrist Twist Morpheme 4,Handshape Morpheme 5,Selected Fingers Morpheme 5,Flexion Morpheme 5,Flexion Change Morpheme 5,Spread Morpheme 5,Spread Change Morpheme 5,Thumb Position Morpheme 5,Thumb Contact Morpheme 5,Sign Type Morpheme 5,Movement Morpheme 5,Repeated Movement Morpheme 5,Major Location Morpheme 5,Minor Location Morpheme 5,Second Minor Location Morpheme 5,Contact Morpheme 5,Nondominant Handshape Morpheme 5,Wrist Twist Morpheme 5,Handshape Morpheme 6,Selected Fingers Morpheme 6,Flexion Morpheme 6,Flexion Change Morpheme 6,Spread Morpheme 6,Spread Change Morpheme 6,Thumb Position Morpheme 6,Thumb Contact Morpheme 6,Sign Type Morpheme 6,Movement Morpheme 6,Repeated Movement Morpheme 6,Major Location Morpheme 6,Minor Location Morpheme 6,Second Minor Location Morpheme 6,Contact Morpheme 6,Nondominant Handshape Morpheme 6,Wrist Twist Morpheme 6,Sign Type Frequency,Major Location Frequency,Minor Location Frequency,Second Minor Location Frequency,Movement Frequency,Selected Fingers Frequency,Flexion Frequency,Flexion Change Frequency,Repeated Movement Frequency,Contact Frequency,Spread Frequency,Spread Change Frequency,Thumb Contact Frequency,Thumb Position Frequency,Ulnar Rotation Frequency,Neighborhood Density,Parameter Neighborhood Density,Phonotactic Probability,Phonological Complexity,SignBank Semantic Field,SignBank Reference ID,In CDI,CDI Semantic Category,Age Of Acquisition,Age Of Acquisition (Empirical),Handshape Image
lion,lion,A_03_012,A,3,12,2.894,3.32,1.93,-0.33,25,0.0,3.0,1.773,-0.459,15,0.0,3.8,2.15,10,-0.136,0.0,,,,,,3.81,1.537,0.093,21.0,,3.13,1.54,31.0,-0.11,2.95,1.62,-0.17,19.0,,,,,,Noun,0,0,0,1,300,934,634,1301,spread_open_e,imrp,Bent,0.0,1.0,0.0,Open,0.0,One Handed,Curved,0,Head,Head Away,Head Away,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.233,0.449,0.099,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.836,0,125,0.218,2.0,Animal,499.0,Yes,Animals,24.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/spread_open_e.png"" />"
lips,lips,G_02_043,G,2,43,3.202,3.593,1.76,-0.353,27,0.0,3.75,1.545,-0.391,12,0.0,3.467,1.959,15,-0.323,0.0,,,,,,6.438,1.134,1.442,32.0,,,,,,,,,,,,,,,Noun,0,0,0,1,467,1468,1001,2002,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,Circular,1,Head,Mouth,Mouth,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.004,0.076,0.261,0.409,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,1,182,-0.229,2.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
listen,listen,K_01_117,K,1,117,4.444,5.889,1.672,0.956,27,0.0,5.091,2.256,0.821,11,0.0,6.438,0.814,16,1.048,0.0,,,,,,4.12,1.691,0.292,25.0,LISTEN,,,,,,,,,,,,,,Verb,0,0,0,1,667,1869,1201,2536,curved_v,im,Curved,1.0,1.0,0.0,Open,0.0,One Handed,None,1,Head,Other,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.025,0.0,0.153,0.14,0.225,0.209,0.446,0.622,0.398,0.878,0.684,0.657,0.836,0,227,-0.107,2.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />"
loud,loud,D_02_007,D,2,7,3.308,3.808,1.386,-0.182,26,0.0,3.824,1.425,-0.234,17,0.0,3.778,1.394,10,-0.083,0.1,,,,,,3.226,1.521,0.132,31.0,,2.81,1.33,26.0,-0.12,2.83,1.38,-0.07,18.0,,,,,,Adverb,0,0,1,2,634,1502,868,2135,1,i,Fully Open,0.0,,,Closed,0.0,Symmetrical Or Alternating,None,0,Head,Other,,1,1,0,s,imrp,FullyClosed,0.0,,0.0,Closed,1.0,Symmetrical Or Alternating,Straight,,Neutral,Neutral,Neutral,0.0,s,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.025,0.0,0.153,0.261,0.409,0.791,0.554,0.622,0.0,0.0,0.684,0.343,0.836,0,290,-0.102,0.0,Attribute,1635.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
mad,mad,F_01_084,F,1,84,3.762,5.593,1.185,0.717,27,0.0,5.714,1.069,0.753,14,0.0,5.462,1.33,13,0.678,0.0,,,,,,4.0,1.601,0.137,33.0,,,,,,,,,,,,,,,Adjective,0,0,0,1,434,1101,667,1635,5,imrp,Fully Open,1.0,1.0,0.0,Open,0.0,One Handed,Curved,0,Head,Head Away,Head Away,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.233,0.449,0.409,0.209,0.554,0.378,0.398,0.878,0.684,0.657,0.836,0,170,0.224,2.0,None,183.0,Yes,Mental State Terms,29.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
make,make,C_01_032,C,1,32,4.85,5.567,1.165,0.636,30,0.0,5.778,1.166,0.677,18,0.0,5.25,1.138,12,0.574,0.0,,,,,,2.867,1.697,-0.012,30.0,,1.93,1.41,30.0,-0.48,1.95,1.4,-0.52,21.0,2.22,0.0,3.85,1.69,0.19,Verb,0,0,0,1,367,901,534,1602,s,imrp,Fully Closed,0.0,,0.0,Closed,1.0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.233,0.449,0.067,0.791,0.554,0.622,0.0,0.878,0.316,0.343,0.836,14,321,0.249,2.0,Event,2954.0,Yes,Action Signs,36.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/s.png"" />"
man,man,C_01_040,C,1,40,4.974,5.75,1.43,0.699,28,0.033,6.0,1.061,0.766,17,0.0,5.364,1.859,12,0.596,0.083,,,,,,1.833,1.416,-0.524,30.0,,1.6,0.97,30.0,-0.69,1.71,1.06,-0.68,21.0,2.72,0.0,2.65,1.63,-0.64,Noun,0,0,1,2,501,1068,567,1568,5,imrp,Fully Open,0.0,1.0,0.0,Open,0.0,One Handed,None,0,Head,Forehead,,1,,0,5,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,One Handed,None,,Body,Torso Top,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.0,0.153,0.449,0.409,0.791,0.554,0.622,0.398,0.878,0.684,0.657,0.836,3,252,0.388,0.0,People,503.0,Yes,People,31.0,23.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
many,many,D_03_065,D,3,65,4.263,5.423,1.172,0.706,26,0.0,5.75,1.065,0.834,16,0.0,4.9,1.197,10,0.501,0.0,,,,,,3.783,1.783,0.366,23.0,,2.73,1.43,26.0,-0.16,2.61,1.5,-0.18,18.0,,,,,,Minor,0,0,0,1,767,1535,767,2202,s,imrp,Fully Closed,1.0,,1.0,Closed,1.0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.0,0.153,0.449,0.067,0.209,0.446,0.378,0.0,0.122,0.316,0.343,0.836,5,210,-0.468,1.0,None,504.0,Yes,Quantifiers,35.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/s.png"" />"
milk,milk,A_01_051,A,1,51,3.336,6.233,1.331,1.15,30,0.0,6.444,1.042,1.288,18,0.0,5.917,1.676,13,0.943,0.077,,,,,,4.211,2.042,0.479,38.0,,3.16,1.68,31.0,-0.07,3.05,1.93,-0.07,19.0,,,,,,Noun,0,0,0,1,334,868,534,1034,s,imrp,Fully Closed,1.0,,0.0,Open,1.0,One Handed,None,1,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.449,0.067,0.209,0.446,0.378,0.0,0.878,0.316,0.657,0.836,1,210,-0.182,1.0,Food,506.0,Yes,Food and Drink,14.0,9.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/s.png"" />"
milk_2,milk_2,K_03_070,K,3,70,3.336,4.16,2.035,0.052,25,0.0,3.545,1.809,-0.165,11,0.0,4.643,2.134,14,0.223,0.0,,,,,,4.542,2.0,0.275,24.0,MILK,,,,,,,,,,,,,,Verb,0,0,0,1,467,1635,1168,2202,curved_5,imrp,Curved,1.0,1.0,1.0,Open,1.0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,curved_5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.209,0.446,0.378,0.398,0.122,0.316,0.657,0.836,6,512,0.129,1.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
moon,moon,A_01_036,A,1,36,3.406,4.323,1.447,0.179,31,0.0,4.333,1.372,0.211,18,0.0,4.308,1.601,13,0.135,0.0,,,,,,2.833,1.612,-0.165,36.0,,4.07,1.75,31.0,0.38,3.9,1.79,0.32,19.0,,,,,,Noun,0,0,0,1,434,1235,801,1468,curved_l,i,Curved,0.0,,,Open,0.0,One Handed,Curved,0,Head,Eye,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.016,0.178,0.233,0.261,0.225,0.791,0.554,0.622,0.0,0.0,0.684,0.657,0.836,0,125,0.077,2.0,None,1594.0,Yes,Outside Things and Places to Go,27.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />"
morning,morning,C_02_012,C,2,12,4.35,6.1,0.995,1.085,30,0.0,6.222,0.878,1.022,18,0.0,5.917,1.165,12,1.179,0.0,,,,,,2.444,1.281,-0.166,27.0,,2.83,1.8,30.0,0.01,2.71,1.74,-0.1,21.0,2.65,0.0,3.9,1.85,0.06,Noun,0,0,0,1,467,801,334,1668,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,23,344,0.703,2.0,None,190.0,Yes,Signs About Time,33.0,30.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
mouse,mouse,A_03_009,A,3,9,2.989,3.36,1.934,-0.321,25,0.0,3.4,1.639,-0.274,15,0.0,3.3,2.406,10,-0.391,0.0,mouse,1.0,1.0,1.0,,2.952,1.658,-0.293,21.0,,1.58,0.92,31.0,-0.87,1.68,1.11,-0.75,19.0,,,,,,Noun,0,0,0,1,501,968,467,1268,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,Straight,1,Head,Cheek Nose,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.035,0.178,0.457,0.261,0.409,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,15,469,-0.01,1.0,Animal,510.0,Yes,Animals,27.0,16.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
mouth,mouth,C_02_087,C,2,87,3.726,3.233,1.888,-0.616,30,0.0,3.556,1.854,-0.552,18,0.0,2.75,1.913,12,-0.713,0.0,,,,,,6.37,1.334,1.839,27.0,,5.6,1.71,30.0,1.51,5.71,1.71,1.52,21.0,1.26,0.65,5.05,1.91,0.92,Noun,0,0,0,1,400,1001,601,1668,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,Circular,1,Head,Head Away,Head Away,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.076,0.261,0.409,0.791,0.446,0.378,0.0,0.0,0.684,0.343,0.836,9,182,-0.294,2.0,None,1588.0,Yes,Body Parts,27.0,16.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
napkin,napkin,A_03_019,A,3,19,2.267,4.13,1.604,0.056,23,0.08,4.643,1.008,0.353,14,0.067,3.333,2.062,10,-0.405,0.1,napkin,0.957,0.929,1.0,cued speech,4.857,1.682,0.597,21.0,,4.32,1.85,31.0,0.49,4.0,1.9,0.32,19.0,,,,,,Noun,0,0,0,1,267,934,667,1401,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,One Handed,Circular,1,Head,Head Away,Head Away,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.076,0.449,0.409,0.791,0.446,0.378,0.602,0.878,0.684,0.657,0.836,5,105,0.212,2.0,None,3010.0,Yes,Small Household Items,32.0,22.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
night,night,A_01_003,A,1,3,4.645,6.032,1.516,1.068,31,0.0,6.111,1.568,1.124,18,0.0,5.923,1.498,13,0.989,0.0,,,,,,1.919,1.479,-0.592,37.0,,2.19,1.3,31.0,-0.58,1.74,1.05,-0.76,19.0,,,,,,Noun,0,0,0,1,367,1368,1001,1401,flat_b,imrp,Flat,0.0,0.0,0.0,Open,0.0,Asymmetrical Same Handshape,Straight,1,Hand,Palm Back,,1,flat_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.25,0.024,0.0,0.457,0.449,0.162,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,5,391,0.099,1.0,None,199.0,Yes,Signs About Time,31.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />"
no,no,C_03_041,C,3,41,5.484,6.433,1.073,1.319,30,0.0,6.667,0.84,1.34,18,0.0,6.083,1.311,12,1.287,0.0,,,,,,1.314,0.718,-0.771,35.0,,1.5,0.97,30.0,-0.76,1.52,0.98,-0.79,21.0,1.91,0.053,4.05,1.27,-0.03,Minor,1,1,0,2,434,868,434,1635,flat_h,im,Flat,,0.0,,Open,1.0,One Handed,None,1,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.14,0.162,0.0,0.446,0.378,0.602,0.0,0.316,0.657,0.836,0,132,-0.308,2.0,None,512.0,Yes,Games and Routines,27.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />"
nose,nose,G_03_075,G,3,75,3.551,4.154,1.567,-0.011,27,0.037,4.0,1.612,-0.055,12,0.083,4.267,1.58,15,0.022,0.0,,,,,,6.9,0.447,1.758,20.0,,,,,,,,,,,,,,,Noun,0,0,0,1,501,1235,734,1735,1,i,Fully Open,0.0,,,Closed,0.0,One Handed,Straight,1,Head,Cheek Nose,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.035,0.0,0.457,0.261,0.409,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,15,469,-0.077,1.0,None,514.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
not,not,E_01_100,E,1,100,5.442,5.6,1.735,0.718,35,0.0,5.333,1.915,0.598,15,0.0,5.8,1.609,20,0.808,0.0,,,,,,2.192,2.059,-0.596,26.0,,,,,,,,,,,,,,,Minor,0,0,0,1,501,1001,501,1702,a,t,,,,,Open,,One Handed,Straight,0,Head,Under Chin,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.006,0.178,0.457,0.057,0.0,0.0,0.554,0.622,0.0,0.0,0.0,0.657,0.836,8,396,-0.426,2.0,None,515.0,Yes,Quantifiers,38.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
now,now,C_03_062,C,3,62,5.213,5.8,1.349,0.884,30,0.0,6.333,1.029,1.07,18,0.0,5.0,1.414,12,0.605,0.0,,,,,,1.722,1.279,-0.607,36.0,,1.67,0.96,30.0,-0.67,1.76,1.04,-0.68,21.0,,,,,,Adverb,0,0,0,1,501,934,434,2002,y,p,Fully Open,0.0,,,Open,0.0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.457,0.033,0.409,0.791,0.554,0.378,0.0,0.0,0.684,0.657,0.836,4,466,0.305,2.0,None,517.0,Yes,Signs About Time,32.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/y.png"" />"
old,old,D_01_007,D,1,7,4.492,5.038,1.148,0.474,26,0.0,5.125,1.258,0.506,16,0.0,4.9,0.994,11,0.423,0.091,,,,,,2.371,1.416,-0.303,35.0,,3.0,1.44,26.0,-0.02,2.67,1.24,-0.15,18.0,,,,,,Adjective,0,0,0,1,534,1435,901,2069,o,imrp,Curved,1.0,0.0,0.0,Open,1.0,One Handed,Straight,0,Head,Chin,Head Away,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.178,0.457,0.449,0.225,0.209,0.554,0.378,0.602,0.878,0.316,0.657,0.836,0,354,0.155,1.0,None,202.0,Yes,Descriptive Signs,35.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/o.png"" />"
on,on,E_03_004,E,3,4,5.55,5.233,1.478,0.552,30,0.0,5.429,1.742,0.625,14,0.0,5.063,1.237,16,0.487,0.0,,,,,,3.394,2.12,-0.003,33.0,,,,,,,,,,,,,,,Minor,0,0,0,1,267,901,634,1401,open_b,imrp,Fully Open,0.0,0.0,0.0,Open,0.0,Asymmetrical Same Handshape,Straight,0,Hand,Palm Back,,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.25,0.024,0.0,0.457,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,10,459,0.348,1.0,None,203.0,Yes,Prepositions and Locations,35.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
open,open,G_03_088,G,3,88,4.213,5.0,1.225,0.47,26,0.038,5.091,1.044,0.59,12,0.083,4.929,1.385,14,0.376,0.0,,,,,,5.818,1.332,1.199,22.0,,,,,,,,,,,,,,,Verb,0,0,0,1,434,1134,701,701,closed_b,imrp,Fully Open,0.0,0.0,0.0,Closed,0.0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,closed_b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.164,6,277,0.492,2.0,None,520.0,No,Action Signs,28.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />"
orange,orange,A_02_020,A,2,20,3.057,4.962,1.612,0.605,26,0.037,4.333,1.557,0.26,12,0.077,5.5,1.506,14,0.901,0.0,,,,,,1.6,1.248,-0.676,30.0,,2.0,1.61,31.0,-0.67,2.32,1.86,-0.46,19.0,,,,,,Noun,1,0,0,1,334,868,534,1101,o,imrp,Curved,1.0,0.0,0.0,Open,1.0,One Handed,None,1,Head,Mouth,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.0,0.153,0.449,0.225,0.209,0.446,0.622,0.602,0.878,0.316,0.657,0.836,1,251,-0.031,1.0,Color,521.0,Yes,Descriptive Signs,28.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/o.png"" />"
outside,outside,E_03_071,E,3,71,3.938,5.367,1.245,0.634,30,0.0,5.429,1.158,0.619,14,0.0,5.313,1.352,16,0.648,0.0,,,,,,1.742,1.064,-0.849,31.0,,,,,,,,,,,,,,,Minor,0,0,0,1,467,1335,868,1902,flatspread_5,imrp,Flat,1.0,1.0,1.0,Open,1.0,One Handed,Straight,1,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.457,0.449,0.162,0.209,0.446,0.378,0.398,0.122,0.316,0.657,0.836,2,466,0.128,1.0,None,209.0,Yes,Outside Things and Places to Go,25.0,15.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />"
owl,owl,D_01_087,D,1,87,2.458,2.731,1.614,-0.806,26,0.0,2.5,1.751,-0.934,16,0.0,3.1,1.37,11,-0.6,0.091,,,,,,4.167,1.648,0.581,36.0,,4.39,1.7,26.0,0.7,4.17,1.65,0.64,18.0,,,,,,Noun,1,0,0,1,634,1268,634,1869,o,imrp,Curved,0.0,0.0,0.0,Open,1.0,Symmetrical Or Alternating,None,1,Head,Eye,,0,o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.266,0.016,0.0,0.153,0.449,0.225,0.791,0.446,0.378,0.602,0.878,0.316,0.657,0.164,0,251,-0.252,1.0,Animal,1523.0,Yes,Animals,29.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/o.png"" />"
